Record Length,2.50E+03,,-0.00000249,-0.008
Sample Interval,2.00E-09,,-0.000002488,-0.016
Trigger Point,1.25E+03,,-0.000002486,-0.016
,,,-0.000002484,-0.024
,,,-0.000002482,-0.032
,,,-0.00000248,-0.024
Source,CH1,,-0.000002478,-0.032
Vertical Units,A,,-0.000002476,-0.048
Vertical Scale,2.00E-01,,-0.000002474,-0.032
Vertical Offset,-3.12E-01,,-0.000002472,-0.032
Horizontal Units,s,,-0.00000247,-0.032
Horizontal Scale,5.00E-07,,-0.000002468,-0.032
Pt Fmt,Y,,-0.000002466,-0.024
Yzero,0.00E+00,,-0.000002464,-0.04
Probe Atten,1.00E+00,,-0.000002462,-0.04
Model Number,TDS2001C,,-0.00000246,-0.032
Serial Number,C030774,,-0.000002458,-0.04
Firmware Version,FV:v24.26,,-0.000002456,-0.04
,,,-0.000002454,-0.04
,,,-0.000002452,-0.04
,,,-0.00000245,-0.04
,,,-0.000002448,-0.04
,,,-0.000002446,-0.032
,,,-0.000002444,-0.04
,,,-0.000002442,-0.024
,,,-0.00000244,-0.032
,,,-0.000002438,-0.04
,,,-0.000002436,-0.032
,,,-0.000002434,-0.048
,,,-0.000002432,-0.04
,,,-0.00000243,-0.04
,,,-0.000002428,-0.04
,,,-0.000002426,-0.04
,,,-0.000002424,-0.032
,,,-0.000002422,-0.04
,,,-0.00000242,-0.04
,,,-0.000002418,-0.024
,,,-0.000002416,-0.032
,,,-0.000002414,-0.032
,,,-0.000002412,-0.032
,,,-0.00000241,-0.032
,,,-0.000002408,-0.016
,,,-0.000002406,-0.024
,,,-0.000002404,-0.024
,,,-0.000002402,-0.032
,,,-0.0000024,-0.024
,,,-0.000002398,-0.016
,,,-0.000002396,-0.016
,,,-0.000002394,-0.024
,,,-0.000002392,-0.024
,,,-0.00000239,-0.024
,,,-0.000002388,-0.008
,,,-0.000002386,-0.024
,,,-0.000002384,-0.008
,,,-0.000002382,-0.024
,,,-0.00000238,-0.016
,,,-0.000002378,-0.016
,,,-0.000002376,-0.008
,,,-0.000002374,-0.016
,,,-0.000002372,-0.016
,,,-0.00000237,-0.016
,,,-0.000002368,-0.016
,,,-0.000002366,-0.024
,,,-0.000002364,-0.024
,,,-0.000002362,-0.024
,,,-0.00000236,-0.024
,,,-0.000002358,-0.024
,,,-0.000002356,-0.024
,,,-0.000002354,-0.024
,,,-0.000002352,-0.032
,,,-0.00000235,-0.032
,,,-0.000002348,-0.04
,,,-0.000002346,-0.032
,,,-0.000002344,-0.04
,,,-0.000002342,-0.04
,,,-0.00000234,-0.032
,,,-0.000002338,-0.024
,,,-0.000002336,-0.04
,,,-0.000002334,-0.04
,,,-0.000002332,-0.032
,,,-0.00000233,-0.032
,,,-0.000002328,-0.04
,,,-0.000002326,-0.04
,,,-0.000002324,-0.04
,,,-0.000002322,-0.048
,,,-0.00000232,-0.024
,,,-0.000002318,-0.04
,,,-0.000002316,-0.04
,,,-0.000002314,-0.04
,,,-0.000002312,-0.04
,,,-0.00000231,-0.04
,,,-0.000002308,-0.032
,,,-0.000002306,-0.04
,,,-0.000002304,-0.04
,,,-0.000002302,-0.04
,,,-0.0000023,-0.032
,,,-0.000002298,-0.024
,,,-0.000002296,-0.024
,,,-0.000002294,-0.024
,,,-0.000002292,-0.024
,,,-0.00000229,-0.032
,,,-0.000002288,-0.032
,,,-0.000002286,-0.032
,,,-0.000002284,-0.032
,,,-0.000002282,-0.024
,,,-0.00000228,-0.016
,,,-0.000002278,-0.032
,,,-0.000002276,-0.024
,,,-0.000002274,-0.016
,,,-0.000002272,-0.024
,,,-0.00000227,-0.024
,,,-0.000002268,-0.016
,,,-0.000002266,-0.016
,,,-0.000002264,-0.008
,,,-0.000002262,-0.016
,,,-0.00000226,-0.024
,,,-0.000002258,-0.008
,,,-0.000002256,-0.008
,,,-0.000002254,-0.016
,,,-0.000002252,-0.024
,,,-0.00000225,-0.016
,,,-0.000002248,-0.016
,,,-0.000002246,-0.016
,,,-0.000002244,-0.016
,,,-0.000002242,-0.016
,,,-0.00000224,-0.016
,,,-0.000002238,-0.016
,,,-0.000002236,-0.024
,,,-0.000002234,-0.024
,,,-0.000002232,-0.016
,,,-0.00000223,-0.016
,,,-0.000002228,-0.024
,,,-0.000002226,-0.032
,,,-0.000002224,-0.032
,,,-0.000002222,-0.032
,,,-0.00000222,-0.032
,,,-0.000002218,-0.032
,,,-0.000002216,-0.032
,,,-0.000002214,-0.032
,,,-0.000002212,-0.04
,,,-0.00000221,-0.032
,,,-0.000002208,-0.032
,,,-0.000002206,-0.04
,,,-0.000002204,-0.032
,,,-0.000002202,-0.032
,,,-0.0000022,-0.04
,,,-0.000002198,-0.048
,,,-0.000002196,-0.04
,,,-0.000002194,-0.04
,,,-0.000002192,-0.04
,,,-0.00000219,-0.032
